restapi-app2-1,0.00%,20.05MiB / 3.824GiB
restapi-app2-1,2.75%,21.18MiB / 3.824GiB
restapi-app2-1,5.25%,25.46MiB / 3.824GiB
restapi-app2-1,8.10%,30.66MiB / 3.824GiB
restapi-app2-1,10.09%,32.56MiB / 3.824GiB
restapi-app2-1,14.53%,39.67MiB / 3.824GiB
restapi-app2-1,15.21%,40.59MiB / 3.824GiB
restapi-app2-1,19.90%,57.39MiB / 3.824GiB
restapi-app2-1,32.47%,57.96MiB / 3.824GiB
restapi-app2-1,25.46%,58.66MiB / 3.824GiB
restapi-app2-1,26.21%,59.23MiB / 3.824GiB
restapi-app2-1,32.66%,60.68MiB / 3.824GiB
restapi-app2-1,28.46%,61.05MiB / 3.824GiB
restapi-app2-1,30.58%,62.48MiB / 3.824GiB
restapi-app2-1,37.89%,61.9MiB / 3.824GiB
restapi-app2-1,38.81%,62.57MiB / 3.824GiB
restapi-app2-1,39.87%,64.75MiB / 3.824GiB
restapi-app2-1,40.85%,62.87MiB / 3.824GiB
restapi-app2-1,42.57%,64.94MiB / 3.824GiB
restapi-app2-1,51.20%,65.03MiB / 3.824GiB
restapi-app2-1,46.26%,64.86MiB / 3.824GiB
restapi-app2-1,51.12%,66.48MiB / 3.824GiB
restapi-app2-1,58.26%,67.07MiB / 3.824GiB
restapi-app2-1,48.35%,67.79MiB / 3.824GiB
restapi-app2-1,59.00%,67.09MiB / 3.824GiB
restapi-app2-1,56.51%,68.41MiB / 3.824GiB
restapi-app2-1,52.84%,69.06MiB / 3.824GiB
restapi-app2-1,66.70%,69.04MiB / 3.824GiB
restapi-app2-1,60.73%,70.5MiB / 3.824GiB
restapi-app2-1,68.37%,70.09MiB / 3.824GiB
restapi-app2-1,70.16%,71.37MiB / 3.824GiB
restapi-app2-1,70.86%,70.51MiB / 3.824GiB
restapi-app2-1,81.74%,71.45MiB / 3.824GiB
restapi-app2-1,90.38%,72.95MiB / 3.824GiB
restapi-app2-1,84.85%,73.48MiB / 3.824GiB
restapi-app2-1,89.28%,75.78MiB / 3.824GiB
restapi-app2-1,82.54%,73.75MiB / 3.824GiB
restapi-app2-1,91.53%,75.13MiB / 3.824GiB
restapi-app2-1,91.10%,74.43MiB / 3.824GiB
restapi-app2-1,90.74%,73.91MiB / 3.824GiB
restapi-app2-1,90.95%,75.4MiB / 3.824GiB
restapi-app2-1,94.73%,75.96MiB / 3.824GiB
restapi-app2-1,91.08%,75.81MiB / 3.824GiB
restapi-app2-1,93.30%,75.7MiB / 3.824GiB
restapi-app2-1,112.18%,78.48MiB / 3.824GiB
restapi-app2-1,96.83%,78.87MiB / 3.824GiB
restapi-app2-1,93.85%,80.11MiB / 3.824GiB
restapi-app2-1,98.42%,78.86MiB / 3.824GiB
restapi-app2-1,95.46%,79.56MiB / 3.824GiB
restapi-app2-1,95.47%,79.73MiB / 3.824GiB
restapi-app2-1,99.78%,80.27MiB / 3.824GiB
restapi-app2-1,97.83%,80.57MiB / 3.824GiB
restapi-app2-1,99.40%,81.17MiB / 3.824GiB
restapi-app2-1,115.87%,85.68MiB / 3.824GiB
restapi-app2-1,114.50%,84.01MiB / 3.824GiB
restapi-app2-1,106.57%,85.5MiB / 3.824GiB
restapi-app2-1,97.21%,89.24MiB / 3.824GiB
restapi-app2-1,105.01%,86.88MiB / 3.824GiB
restapi-app2-1,100.90%,84.78MiB / 3.824GiB
restapi-app2-1,104.32%,86.39MiB / 3.824GiB
restapi-app2-1,102.91%,85.39MiB / 3.824GiB
restapi-app2-1,106.79%,89.73MiB / 3.824GiB
restapi-app2-1,106.85%,90.55MiB / 3.824GiB
restapi-app2-1,105.59%,89.44MiB / 3.824GiB
restapi-app2-1,104.33%,89.81MiB / 3.824GiB
restapi-app2-1,109.93%,91.02MiB / 3.824GiB
restapi-app2-1,109.07%,92.52MiB / 3.824GiB
restapi-app2-1,105.79%,93.88MiB / 3.824GiB
restapi-app2-1,112.08%,96.6MiB / 3.824GiB
restapi-app2-1,107.55%,93.04MiB / 3.824GiB
restapi-app2-1,110.04%,93.55MiB / 3.824GiB
restapi-app2-1,111.26%,92.57MiB / 3.824GiB
restapi-app2-1,109.08%,98.86MiB / 3.824GiB
restapi-app2-1,110.31%,93.89MiB / 3.824GiB
restapi-app2-1,109.97%,96.11MiB / 3.824GiB
restapi-app2-1,112.21%,97.33MiB / 3.824GiB
restapi-app2-1,113.90%,97.16MiB / 3.824GiB
restapi-app2-1,110.27%,102.6MiB / 3.824GiB
