restapi-app2-1,0.00%,18.21MiB / 3.824GiB
restapi-app2-1,4.65%,19.44MiB / 3.824GiB
restapi-app2-1,7.66%,23.71MiB / 3.824GiB
restapi-app2-1,9.53%,28.7MiB / 3.824GiB
restapi-app2-1,12.91%,30.65MiB / 3.824GiB
restapi-app2-1,16.52%,38MiB / 3.824GiB
restapi-app2-1,18.50%,39.62MiB / 3.824GiB
restapi-app2-1,24.11%,56.3MiB / 3.824GiB
restapi-app2-1,82.57%,56.48MiB / 3.824GiB
restapi-app2-1,35.45%,57.01MiB / 3.824GiB
restapi-app2-1,28.42%,57.47MiB / 3.824GiB
restapi-app2-1,30.37%,59.14MiB / 3.824GiB
restapi-app2-1,36.34%,59.46MiB / 3.824GiB
restapi-app2-1,34.43%,59.44MiB / 3.824GiB
restapi-app2-1,33.72%,59.32MiB / 3.824GiB
restapi-app2-1,40.17%,60.4MiB / 3.824GiB
restapi-app2-1,41.03%,61.45MiB / 3.824GiB
restapi-app2-1,78.34%,61.41MiB / 3.824GiB
restapi-app2-1,46.67%,62.86MiB / 3.824GiB
restapi-app2-1,61.08%,62.66MiB / 3.824GiB
restapi-app2-1,50.95%,63.6MiB / 3.824GiB
restapi-app2-1,66.37%,64.33MiB / 3.824GiB
restapi-app2-1,53.27%,65.77MiB / 3.824GiB
restapi-app2-1,60.32%,66.1MiB / 3.824GiB
restapi-app2-1,59.34%,67.24MiB / 3.824GiB
restapi-app2-1,67.60%,68.64MiB / 3.824GiB
restapi-app2-1,75.36%,67.94MiB / 3.824GiB
restapi-app2-1,78.63%,66.74MiB / 3.824GiB
restapi-app2-1,71.18%,67.12MiB / 3.824GiB
restapi-app2-1,75.03%,68.16MiB / 3.824GiB
restapi-app2-1,78.03%,68.6MiB / 3.824GiB
restapi-app2-1,69.60%,69.28MiB / 3.824GiB
restapi-app2-1,81.48%,69.86MiB / 3.824GiB
restapi-app2-1,88.10%,69.91MiB / 3.824GiB
restapi-app2-1,82.01%,71.06MiB / 3.824GiB
restapi-app2-1,85.04%,72.33MiB / 3.824GiB
restapi-app2-1,89.71%,71.75MiB / 3.824GiB
restapi-app2-1,92.55%,73.69MiB / 3.824GiB
restapi-app2-1,92.09%,72.89MiB / 3.824GiB
restapi-app2-1,98.25%,73.65MiB / 3.824GiB
restapi-app2-1,93.92%,73.83MiB / 3.824GiB
restapi-app2-1,93.95%,74.04MiB / 3.824GiB
restapi-app2-1,90.49%,75.82MiB / 3.824GiB
restapi-app2-1,103.59%,74.82MiB / 3.824GiB
restapi-app2-1,98.19%,74.81MiB / 3.824GiB
restapi-app2-1,114.36%,77.98MiB / 3.824GiB
restapi-app2-1,101.94%,79.45MiB / 3.824GiB
restapi-app2-1,96.25%,78.47MiB / 3.824GiB
restapi-app2-1,106.00%,79.82MiB / 3.824GiB
restapi-app2-1,107.40%,80.8MiB / 3.824GiB
restapi-app2-1,100.35%,81.39MiB / 3.824GiB
restapi-app2-1,102.41%,82.6MiB / 3.824GiB
restapi-app2-1,102.28%,78.07MiB / 3.824GiB
restapi-app2-1,100.76%,80.92MiB / 3.824GiB
restapi-app2-1,130.36%,83.11MiB / 3.824GiB
restapi-app2-1,109.02%,83.02MiB / 3.824GiB
restapi-app2-1,114.30%,86.14MiB / 3.824GiB
restapi-app2-1,110.41%,86.59MiB / 3.824GiB
restapi-app2-1,109.86%,85.27MiB / 3.824GiB
restapi-app2-1,101.61%,86.57MiB / 3.824GiB
restapi-app2-1,106.05%,87MiB / 3.824GiB
restapi-app2-1,108.48%,86.34MiB / 3.824GiB
restapi-app2-1,109.50%,89.9MiB / 3.824GiB
restapi-app2-1,114.27%,87.45MiB / 3.824GiB
restapi-app2-1,111.24%,89.71MiB / 3.824GiB
